,canonical_smiles,-log(M)
1934,Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,4.0
1936,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccccn3)n2)c1,4.0
1938,CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,4.0
1940,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.0
1941,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccc(Cl)cc3)n2)c1,4.0
1943,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,4.698970004336019
1945,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.0
1947,O=C(Nc1ccccc1)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,4.022276394711152
1956,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,4.301029995663981
1957,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,4.0
1960,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.346787486224656
1961,O=C(O)c1ccc(NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1,4.045757490560675
1963,CCCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,4.229147988357856
1964,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1[nH]c3c(O)cccc3c21,4.5376020021010435
1965,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1c2c2cccc(O)c2n1C1OC(CO)C(O)C(O)C1O,4.045757490560675
1968,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.0
1970,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,5.1487416512809245
1971,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,4.0
1972,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.0
1973,c1cncc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)c1,4.0
1979,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,5.7447274948966935
1981,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,4.0
1982,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,4.0
1983,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,6.275724130399211
1985,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,4.301029995663981
1991,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,4.0
1992,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccncc3)n2)c1,4.0
1994,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,4.0
1995,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.301029995663981
1996,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.0
1997,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,4.0
1998,N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,4.0
1999,O=C(NCCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.853871964321762
2006,NC(=O)c1cc2ccc(O)c(O)c2cn1,4.0
2007,NC(=O)c1cc2cc(O)c(O)cc2cn1,4.0
2014,O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.853871964321762
2015,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,5.251811972993799
2020,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,5.508638306165727
2021,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.113509274827518
2034,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1.Cl,5.59999938302362
2039,C=CC(=O)c1ccc2ccccc2c1,5.0
2074,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCCN)nc21.Cl,5.0
2075,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,5.292429823902063
2076,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,5.275724130399211
2079,CCn1cnc2c(Nc3cccc(Cl)c3)nc(NCCN)nc21,4.0
2082,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,4.698970004336019
2117,CCn1cnc2c(Nc3cccc(C#N)c3)nc(NCCN)nc21.Cl,5.0
2124,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,7.853871964321762
2129,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,6.939302159646388
2130,COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.187086643357144
2131,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.920818753952375
2138,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.97061622231479
2145,C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.570247719997592
2147,CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,7.187086643357144
2148,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.698970004336019
2154,COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.187086643357144
2158,O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.692503962086787
2161,O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.667561540084395
2162,COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.946153573147748
2166,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.698970004336019
2168,CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,7.045757490560675
2170,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.229147988357856
2177,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C,7.013228265733755
2179,O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.949233688766958
2183,CCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,7.2076083105017466
2184,CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.136677139879544
2185,O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.130768280269024
2189,CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.6020599913279625
2190,COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.045757490560675
2195,COC[C@@H]1CCCN1C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.7121982700697735
2196,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.2441251443275085
2197,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.070581074285707
2204,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.070581074285707
2205,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.022276394711152
2206,O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.97469413473523
2211,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.221848749616356
2212,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.2076083105017466
2213,O=C(/C=C/CN1CCC(N2CCCCC2)CC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.167491087293763
2217,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.096910013008056
2218,COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.882728704344236
2222,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.1487416512809245
2234,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,5.136677139879544
2244,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,5.0
2446,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,4.698970004336019
2447,CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)O)cc2)c1,4.301029995663981
2449,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1,5.0
2451,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,4.301029995663981
2454,O=C(NCc1ccccc1)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,5.301029995663981
2456,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,4.0
2458,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C(C)C)cc4)CC3)c2cc1OC,4.522878745280337
2459,COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,4.7447274948966935
2461,CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)c(O)c1,5.0
2463,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,4.522878745280337
2465,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,6.0
2467,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Br)cc4)CC3)c2cc1OC,4.0
2468,CC(C)(C)c1cc(O)cc(-c2ccc(CO)cc2)c1,5.0
2473,CC(C)(C)c1ccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,5.301029995663981
2474,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.286509456906058
2476,COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,5.0
2478,O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1,6.0
2480,COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,4.698970004336019
2482,CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,5.301029995663981
2484,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC,4.0
2486,COC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1,4.853871964321762
2488,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,5.301029995663981
2496,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.301029995663981
2498,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,6.568636235841013
2506,COc1ccc(CCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1OC,5.769551078621726
2507,c1ccc(Nc2nc[nH]c3nnc(Nc4ccccc4)c2-3)cc1,7.236572006437063
2509,Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.301029995663981
2518,Nc1ncnc2c1ncn2-c1ccccc1,4.823908740944319
2521,COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013008056
2525,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cncnc21,4.301029995663981
2526,Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,4.301029995663981
2528,Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,6.096910013008056
2529,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.154901959985743
2535,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.455931955649724
2546,CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.5376020021010435
2548,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,4.568636235841013
2549,N#CC(C#N)=C1C(=O)Nc2ccc([N+](=O)[O-])cc21,4.3979400086720375
2551,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC4CCCCC4)nc3n2)CC1,6.055517327849832
2552,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NCc4ccccc4)nc3n2)CC1,6.008773924307505
2554,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,8.154901959985743
2557,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,6.795880017344075
2559,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,7.585026652029182
2561,Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.698970004336019
2563,N#CC(C#N)=C1C(=O)Nc2cc(O)c(O)cc21,5.6020599913279625
2575,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,6.657577319177793
2577,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,7.585026652029182
2579,COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.017728766960432
2583,N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,4.903089986991944
2598,Nc1ncnc2c1cnn2-c1ccccc1,5.568636235841013
2599,CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,5.0
2603,COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013008056
2610,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.568636235841013
2612,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,4.616184634019569
2615,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1,5.366531544420414
2620,Clc1cccc(Nc2nc[nH]c3nnc(Nc4cccc(Cl)c4)c2-3)c1,6.481486060122113
2622,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,6.060480747381382
2629,Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1,6.886056647693163
2631,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,5.0
2632,COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,4.221848749616356
2636,Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,7.075720713938118
2638,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,9.0
2643,COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1,6.142667503568732
2649,Cc1c(C)n(-c2ccccc2)c2ncnc(N)c12,5.567030709125595
2650,COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.522878745280337
2656,N#CC(C#N)=C1CCc2c1ccc(O)c2O,5.154901959985743
2659,CN1C(=O)C(=C(C#N)C#N)c2cc(O)ccc21,4.585026652029182
2660,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.096910013008056
2663,N#CC(C#N)=C1CCc2cc(O)c(O)cc21,6.301029995663981
2668,Cc1cccc(Nc2[nH]cnc3nnc(Nc4cccc(Cl)c4)c2-3)c1,6.886056647693163
2670,Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,7.721246399047171
2672,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.221848749616356
2674,C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,5.958607314841775
2676,COC1=CCC(OC)C=C1COc1ccc(O)c(C(=O)O)c1,4.0
2677,COc1cc(/C=C(\C#N)C(N)=O)cc(Sc2nc3ccccc3s2)c1O,6.455931955649724
2678,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,5.055517327849832
2680,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,5.0
2682,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,5.3872161432802645
2683,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,5.698970004336019
2685,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,5.5376020021010435
2686,COc1ccc(OC)c(CNc2ccc(O)c(C(=O)O)c2)c1,4.0
2687,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,4.61261017366127
2688,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O,5.481486060122113
2689,COC(=O)c1cc(CCc2cc(OC)ccc2OC)ccc1O,4.0
2690,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,5.0
2693,COC(=O)c1cc(OCC2=CC(OC)CC=C2OC)ccc1O,4.0
2696,Cc1nc(O)c2c(ccc3[nH]c(Nc4c(Cl)cccc4Cl)nc32)c1C,4.0
2699,COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC.Cl,4.0
2700,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,4.0
2701,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1OC,4.0
2704,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,5.431798275933005
2705,Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C,6.698970004336019
2706,Cc1[nH]c2ncnc(N(C)c3cccc(Cl)c3)c2c1C,6.301029995663981
2707,CCOC(=O)c1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,4.0
2708,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,8.221848749616356
2710,c1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,6.508638306165727
2712,Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C,5.966576244513051
2713,Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.086186147616283
2715,O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,4.590066876668706
2716,Cc1nc(Nc2cccc(Cl)c2)c2c(C)c(C)[nH]c2n1,4.0
2717,Cc1[nH]c2ncnc(Nc3cccc(O)c3)c2c1C,5.903089986991944
2718,Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1,7.017728766960432
2720,Cc1[nH]c2ncnc(Nc3cc(Cl)cc(Cl)c3)c2c1C,6.769551078621726
2721,Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,7.337242168318426
2724,Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,5.6777807052660805
2725,FC(F)(F)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.443697499232713
2726,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,6.638272163982407
2728,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,5.1598939055432425
2729,Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,6.958607314841775
2730,Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,7.5376020021010435
2732,Cc1[nH]c2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1C,5.721246399047171
2733,COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.0655015487564325
2734,COc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,5.920818753952375
2735,Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C,6.251811972993799
2736,Cc1[nH]c2ncnc(Nc3ccccc3Cl)c2c1C,4.124360062995832
2737,CCc1ccccc1Nc1ncnc2[nH]c(C)c(C)c12,4.0
2738,Oc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.376750709602099
2739,Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,4.787812395596042
2740,Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C,5.721246399047171
2744,CCc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,4.110698297493689
2745,CCc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,4.301029995663981
2746,Cc1[nH]c2ncnc(Nc3cccc(Br)c3)c2c1C,7.6020599913279625
2748,Cc1[nH]c2ncnc(Oc3cccc(Cl)c3)c2c1C,5.6020599913279625
2749,Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,6.2441251443275085
2751,Cc1[nH]c2ncnc(Nc3ccc(Cl)cc3)c2c1C,4.301029995663981
2752,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,6.259637310505756
2754,Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,8.0
2757,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.866461091629782
2765,CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,5.0
2851,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,5.0
2853,Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl,6.698970004336019
2854,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,7.494850021680094
2855,Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,7.301029995663981
2856,Nc1ncnc2nn3ccccc3c12,5.0
2857,c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5.300162274132754
2863,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5.251811972993799
2864,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,6.309803919971486
2865,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,4.958607314841775
2866,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3C)c2cc1OC,4.481486060122113
2867,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.494850021680094
2868,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,5.552841968657781
2869,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.657577319177793
2870,COc1cc2ncnc(Nc3cccc(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,4.481486060122113
2871,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,4.5376020021010435
2872,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3C)c2cc1OC,4.481486060122113
2873,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,6.0
2874,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,4.481486060122113
2877,Fc1ccc(Nc2ncnn3cccc23)cc1Cl,6.958607314841775
2878,Cc1ccn2ncnc(Nc3ccc(F)c(Cl)c3)c12,7.0
2879,Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,6.823908740944319
2880,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,5.488116639021126
2881,Cc1ccc(Nc2ncnn3cccc23)cc1O,6.292429823902063
2882,Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,6.468521082957745
2883,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,6.187086643357144
2884,Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,4.531652669587842
2885,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,6.698970004336019
2886,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,6.0
2890,OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.130768280269024
2891,CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,5.0
2892,Clc1cccc(Nc2cncc(-c3cncc(NCCCc4cccnc4)c3)n2)c1,5.0
2893,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,5.075720713938118
2894,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,5.0
2895,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4.0
2896,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,4.33913452199613
2897,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.0
2898,OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,5.0
2940,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F,5.376750709602099
2941,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,5.259637310505756
2942,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,5.0
2943,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)F)o4)c(C(C)C)c23)c(F)cc1F,5.0
2944,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)(F)S(C)(=O)=O)o4)c(C(C)C)c23)c(F)cc1F,4.6020599913279625
2945,CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,4.0
2946,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F,4.0
